id_loker,pulau,provinsi,job_position,company_name,years_of_experience,years_of_experience_cat,average_processing_time,company_industry,company_size,work_environment_waktu_bekerja,work_environment_gaya_berpakaian,work_environment_gaya_berpakaian_contoh,work_environment_tunjangan,work_environment_bahasa,platform,pendidikan,jumlah_loker_per_provinsi
1587,Jawa,Daerah Khusus Ibukota Jakarta,Sales Account Representative,PT Elang Mas IndoAsia,1,0 - 4 tahun,14,Industri Berat/Mesin/Peralatan,1- 50 pekerja,senin - jumat,bisnis,kemeja,umum,Indonesia,jobstreet,"PROFESI, S1",5985
1588,Sulawesi,Sulawesi Utara,Bancassurance Consultant,PT Asuransi Jiwa Sinarmas MSIG Tbk.,1,0 - 4 tahun,14,Asuransi,1001 - 2000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, pendidikan, kacamata",Indonesia,jobstreet,D3,42
1589,Jawa,Daerah Khusus Ibukota Jakarta,Admin Marketing Dan Delivery,PT Autoline Jaya Motor,2,0 - 4 tahun,7,Automobil/Mesin Tambahan Automotif/Kendaraan,1- 50 pekerja,senin - jumat,seragam,seragam kantor/lapangan,"kesehatan, umum",Indonesia,jobstreet,D3,5985
1590,Sulawesi,Sulawesi Selatan,Retail Sales Representative,PT Propan Raya ICC,1,0 - 4 tahun,14,Bahan Kimia/Pupuk/Pestisida,51 - 200 pekerja,sabtu,formal,kemeja polos & dasi,"kesehatan, umum",Indonesia,jobstreet,TIDAK DICANTUMKAN,121
1591,Jawa,Daerah Khusus Ibukota Jakarta,It Project Management And Development,PT Bank MNC Internasional Tbk,6,5 - 9 tahun,1,Perbankan/Pelayanan Keuangan,501 - 1000 pekerja,senin - jumat,formal,kemeja polos & dasi,"umum, asuransi",Indonesia,jobstreet,S1,5985
1592,Jawa,Banten,Administrasi Operasional Iso,PT Hero Makmur Primatama,1,0 - 4 tahun,14,Retail/Merchandise,51 - 200 pekerja,senin - jumat,bisnis,kemeja,umum,Indonesia,jobstreet,D3,1219
1593,Jawa,Daerah Khusus Ibukota Jakarta,Customer Relation Officer,Capital Bakery & Cake,1,0 - 4 tahun,14,Makanan & Minuman/Katering/Restoran,51 - 200 pekerja,shift,bisnis,kemeja,"kesehatan, umum, transportasi, jabatan, makan",Indonesia,jobstreet,TIDAK DICANTUMKAN,5985
1594,Jawa,Daerah Khusus Ibukota Jakarta,Data Analyst Supervisor,PT Blue Gas Indonesia,2,0 - 4 tahun,14,Manufaktur/Produksi,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,"umum, kesehatan, bpjs kesehatan, bonus",Indonesia,jobstreet,S1,5985
1595,Jawa,Daerah Khusus Ibukota Jakarta,Planning Engineer,JO.Shimizu-Adhikarya (MRT Project),5,5 - 9 tahun,14,Konstruksi/Bangunan/Teknik,51 - 200 pekerja,sabtu,seragam,seragam kantor/lapangan,umum,Inggris,jobstreet,"S1, S2, S3",5985
1596,Jawa,Daerah Khusus Ibukota Jakarta,Operator Mesin Potong Kertas Offset Printing,PT. BATARA PRINTING INDONESIA,7,5 - 9 tahun,13,Percetakan/Penerbitan,1- 50 pekerja,tidak spesifik,kasual,kaos,tidak tersedia,Indonesia,jobstreet,TIDAK DICANTUMKAN,5985
1597,Jawa,Daerah Khusus Ibukota Jakarta,Graphic Designer,PT CARSURIN,2,0 - 4 tahun,14,Minyak/Gas/Petroleum,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,tidak tersedia,Tidak Dicantumkan,jobstreet,TIDAK DICANTUMKAN,5985
1598,Nusa Tenggara,Bali,Digital Marketing,PT The Me2N Family,1,0 - 4 tahun,1,Hotel/Pariwisata,1- 50 pekerja,tidak spesifik,kasual,kaos,umum,Inggris,jobstreet,D3,214
1599,Jawa,Jawa Timur,Quality Control Staff,PT Kapal Api Global,1,0 - 4 tahun,14,Produk Konsumen/Barang konsumen yang bergerak cepat,lebih dari 5000 pekerja,sabtu,bisnis,kemeja,kesehatan,Indonesia,jobstreet,"D3, S1",1296
1600,Kalimantan,Kalimantan Timur,Sales Supervisor,Japan Tobacco International Indonesia,3,0 - 4 tahun,14,Tembakau,lebih dari 5000 pekerja,senin - jumat,seragam,seragam kantor/lapangan,kesehatan,Indonesia,jobstreet,S1,159
1601,Jawa,Daerah Khusus Ibukota Jakarta,Digital Marketing,Koding Next,2,0 - 4 tahun,8,Pendidikan,51 - 200 pekerja,senin - jumat,formal,kemeja polos & dasi,"bonus, transportasi",Inggris,jobstreet,PROFESI,5985
1602,Jawa,Banten,Assistant Software Tester Engineer,PT Vivo Mobile Indonesia,1,0 - 4 tahun,14,Telekomunikasi,501 - 1000 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum",Inggris,jobstreet,S1,1219
1603,Sumatera,Sumatera Utara,International Freight Forwarding Supervisor,PT Pos Logistik Indonesia,3,0 - 4 tahun,14,Transportasi/Logistik,201 - 500 pekerja,senin - jumat,bisnis,kemeja,tidak tersedia,Indonesia,jobstreet,D3,225
1604,Sumatera,Jambi,Mekanik,PT Caritas Energi Indonesia,4,0 - 4 tahun,14,Pertambangan,201 - 500 pekerja,tidak spesifik,seragam,seragam kantor/lapangan,"kesehatan, makan",Indonesia,jobstreet,SMA,37
1605,Jawa,Banten,Guru Tematik Sd,Yayasan Pendidikan dan Pengajaran PAHOA,2,0 - 4 tahun,14,Pendidikan,201 - 500 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,S1,1219
1606,Jawa,Jawa Timur,Marketing Officer,PT Panca Aditya Sejahtera,1,0 - 4 tahun,7,Manufaktur/Produksi,51 - 200 pekerja,sabtu,"kasual, seragam","kaos, seragam kantor/lapangan","kesehatan, umum",Indonesia,jobstreet,"D3, S1",1296
1607,Jawa,Daerah Khusus Ibukota Jakarta,Brand Manager,PT Michael Page Internasional Indonesia (Recruitment Firm),3,0 - 4 tahun,14,Manajemen/Konsulting HR,51 - 200 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,S1,5985
1608,Jawa,Daerah Khusus Ibukota Jakarta,Account Executive,IDMARCO.COM,3,0 - 4 tahun,14,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",51 - 200 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum, kacamata",Inggris,jobstreet,"D3, S1",5985
1609,Sulawesi,Sulawesi Selatan,Area Manager Cabang Makassar,PT SOS Indonesia (Recruitment Firm),3,0 - 4 tahun,1,Konsultasi (Bisnis & Manajemen),501 - 1000 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,S2,121
1610,Jawa,Daerah Khusus Ibukota Jakarta,.Net Developer,PT Summitra Solusindo,2,0 - 4 tahun,14,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",1- 50 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,S1,5985
1611,Jawa,Daerah Istimewa Yogyakarta,Php Developer,PT. Solusi Digital Industri,3,0 - 4 tahun,14,Komputer/Teknik Informatika (Perangkat Keras),1- 50 pekerja,senin - jumat,kasual,kaos,kesehatan,Indonesia,jobstreet,TIDAK DICANTUMKAN,216
1612,Jawa,Banten,Programmer,PT Berkah Tani Sejahtera,1,0 - 4 tahun,14,Retail/Merchandise,1- 50 pekerja,senin - sabtu,bisnis,kemeja,tidak tersedia,Indonesia,jobstreet,S1,1219
1613,Kalimantan,Kalimantan Selatan,Account Associate Business Partner,PT. Majoo Teknologi Indonesia,1,0 - 4 tahun,14,Umum & Grosir,201 - 500 pekerja,senin - jumat,kasual,kaos,kesehatan,Indonesia,jobstreet,TIDAK DICANTUMKAN,72
1614,Jawa,Banten,Sales Alat Berat,PT Sariling Aneka Energi,3,0 - 4 tahun,9,Umum & Grosir,1- 50 pekerja,senin - jumat,bisnis,kemeja,umum,Indonesia,jobstreet,S1,1219
1615,Jawa,Daerah Khusus Ibukota Jakarta,Pib/Peb & Hs Code Supervisor,PT Mats Internasional Indonesia,2,0 - 4 tahun,14,Transportasi/Logistik,51 - 200 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, umum, transportasi, bpjs kesehatan, komunikasi, bonus, traveling",Inggris,jobstreet,D3,5985
1616,Jawa,Banten,Sales Chiller Ac,PT Sariling Aneka Energi,3,0 - 4 tahun,10,Umum & Grosir,1- 50 pekerja,senin - jumat,bisnis,kemeja,umum,Indonesia,jobstreet,S1,1219
1617,Jawa,Banten,Sales Pompa,PT Sariling Aneka Energi,3,0 - 4 tahun,10,Umum & Grosir,1- 50 pekerja,senin - jumat,bisnis,kemeja,umum,Indonesia,jobstreet,S1,1219
1618,Jawa,Jawa Barat,Cambridge Chemistry Teacher,FITRAH ISLAMIC WORLD ACADEMY,3,0 - 4 tahun,14,Pendidikan,51 - 200 pekerja,senin - jumat,pakaian muslim,pakaian muslim,kesehatan,"Inggris, Arab",jobstreet,S1,1771
1619,Jawa,Banten,Sales It Technology,PT Sariling Aneka Energi,3,0 - 4 tahun,10,Umum & Grosir,1- 50 pekerja,senin - jumat,bisnis,kemeja,umum,Indonesia,jobstreet,S1,1219
1620,Jawa,Jawa Barat,Dokter Hewan Cattery,PT Media Periklanan Indonesia,1,0 - 4 tahun,14,Komputer/Teknik Informatika (Perangkat Lunak),1- 50 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",Indonesia,jobstreet,TIDAK DICANTUMKAN,1771
1621,Jawa,Daerah Khusus Ibukota Jakarta,Search Engine Optimization Manager,PT RGE Indonesia,8,5 - 9 tahun,14,Manufaktur/Produksi,1001 - 2000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",Inggris,jobstreet,TIDAK DICANTUMKAN,5985
1622,Jawa,Daerah Khusus Ibukota Jakarta,Digital Marketing,PT Digital Kartu Serba Teknologi Indonesia,5,5 - 9 tahun,14,Perbankan/Pelayanan Keuangan,51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",Indonesia,jobstreet,TIDAK DICANTUMKAN,5985
1623,Jawa,Daerah Khusus Ibukota Jakarta,Software Engineering Manager,PT Enseval Putera Megatrading Tbk,3,0 - 4 tahun,14,Transportasi/Logistik,lebih dari 5000 pekerja,senin - jumat,"bisnis, formal","kemeja, kemeja polos & dasi","kesehatan, umum, bpjs kesehatan",Indonesia,jobstreet,TIDAK DICANTUMKAN,5985
1624,Sulawesi,Sulawesi Selatan,Sales Officer,PT Toyota Astra Financial Services,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,1001 - 2000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, bonus","Indonesia, Inggris",jobstreet,D3,121
1625,Jawa,Daerah Khusus Ibukota Jakarta,Back End Developer,J-Express (PT Jaya Ekspress Transindo),2,0 - 4 tahun,14,Transportasi/Logistik,2001 - 5000 pekerja,senin - jumat,kasual,kaos,"kesehatan, bpjs kesehatan",Indonesia,jobstreet,"D3, S1, S2, S3",5985
1626,Jawa,Daerah Khusus Ibukota Jakarta,Manager Audit,Mazars,7,5 - 9 tahun,14,Akuntansi/Audit/Pelayanan Pajak,51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",Inggris,jobstreet,"S1, PROFESI",5985
1627,Jawa,Daerah Khusus Ibukota Jakarta,It Development,"PT Asuransi Adira Dinamika, Tbk.",2,0 - 4 tahun,14,Asuransi,1001 - 2000 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum, bonus",Indonesia,jobstreet,S1,5985
1628,Sumatera,Riau,Apoteker Penanggung Jawab Alat Kesehatan,PT Parit Padang Global,1,0 - 4 tahun,14,Kesehatan/Medis,2001 - 5000 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, makan, transportasi",Indonesia,jobstreet,S1,86
1629,Jawa,Daerah Khusus Ibukota Jakarta,It Development,"PT Asuransi Adira Dinamika, Tbk.",2,0 - 4 tahun,14,Asuransi,1001 - 2000 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum, bonus",Indonesia,jobstreet,S1,5985
1630,Jawa,Jawa Tengah,Mathematics Teacher For Secondary And ‘A’ Level,SPA Solo Raya,1,0 - 4 tahun,14,Pendidikan,51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum","Inggris, Indonesia, Inggris",jobstreet,TIDAK DICANTUMKAN,548
1631,Jawa,Daerah Khusus Ibukota Jakarta,Sales Nasional Supervisor Media Advertising,PT Wook Global Technology,5,5 - 9 tahun,14,Elektrikal & Elektronik,1001 - 2000 pekerja,senin - sabtu,bisnis,kemeja,"umum, makan, komunikasi, bonus, thr, bpjs kesehatan","Indonesia, Indonesia, Inggris, Inggris",jobstreet,TIDAK DICANTUMKAN,5985
1632,Kalimantan,Kalimantan Tengah,Sales Officer,PT Toyota Astra Financial Services,1,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,1001 - 2000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, bonus","Indonesia, Inggris",jobstreet,D3,45
1633,Jawa,Jawa Timur,Backend Developer,PT Generasi Multi Indonusa,1,0 - 4 tahun,9,Komputer/Teknik Informatika (Perangkat Lunak),1- 50 pekerja,senin - sabtu,kasual,kaos,"pendidikan, umum, kesehatan",Indonesia,jobstreet,TIDAK DICANTUMKAN,1296
1634,Jawa,Daerah Khusus Ibukota Jakarta,System Analyst,Logol Jakarta Mitraindo,3,0 - 4 tahun,14,Komputer/Teknik Informatika (Perangkat Keras),1- 50 pekerja,senin - sabtu,bisnis,kemeja,tidak tersedia,Indonesia,jobstreet,TIDAK DICANTUMKAN,5985
1635,Jawa,Daerah Khusus Ibukota Jakarta,Vmware Product Solution,PT. Berca Hardayaperkasa,4,0 - 4 tahun,14,Komputer/Teknik Informatika (Perangkat Keras),1001 - 2000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",Indonesia,jobstreet,S1,5985
1636,Jawa,Daerah Khusus Ibukota Jakarta,React Native Developer,PT Ako Media Asia,3,0 - 4 tahun,14,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",51 - 200 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum",Indonesia,jobstreet,S1,5985
1637,Nusa Tenggara,Nusa Tenggara Barat,Insurance Advisor Mataram,PT Sun Life Financial Indonesia,0,0 - 4 tahun,14,Asuransi,51 - 200 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum",Indonesia,jobstreet,D3,37
1638,Jawa,Jawa Tengah,Apoteker Penanggung Jawab,PT Bukit Perak,1,0 - 4 tahun,14,Manufaktur/Produksi,201 - 500 pekerja,sabtu,bisnis,kemeja,tidak tersedia,Indonesia,jobstreet,TIDAK DICANTUMKAN,548
1639,Jawa,Daerah Khusus Ibukota Jakarta,Front End Developer,Logol Jakarta Mitraindo,3,0 - 4 tahun,14,Komputer/Teknik Informatika (Perangkat Keras),1- 50 pekerja,senin - sabtu,bisnis,kemeja,tidak tersedia,Indonesia,jobstreet,TIDAK DICANTUMKAN,5985
1640,Kalimantan,Kalimantan Timur,Bancassurance Specialist – Kalimantan Timur,PT BNI Life Insurance,0,0 - 4 tahun,11,Asuransi,2001 - 5000 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum, pendidikan",Indonesia,jobstreet,"S1, D3",159
1641,Jawa,Daerah Khusus Ibukota Jakarta,Dokter Spesialis Patologi Klinik,SS Medika,1,0 - 4 tahun,tidak tersedia,Kesehatan/Medis,51 - 200 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum, jht, pensiun, asuransi",Indonesia,jobstreet,TIDAK DICANTUMKAN,5985
1642,Sumatera,Riau,Perawat,EKA HOSPITAL,1,0 - 4 tahun,14,Kesehatan/Medis,1001 - 2000 pekerja,senin - jumat,formal,kemeja polos & dasi,umum,Indonesia,jobstreet,S1,86
1643,Papua,Papua Barat,Bancassurance Consultant,PT Asuransi Jiwa Sinarmas MSIG Tbk.,1,0 - 4 tahun,14,Asuransi,1001 - 2000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, pendidikan, kacamata",Indonesia,jobstreet,D3,12
1644,Kalimantan,Kalimantan Barat,Medical Representative Pontianak,PT Combiphar,2,0 - 4 tahun,13,BioTeknologi/Farmasi/Riset klinik,1001 - 2000 pekerja,senin - jumat,"bisnis, seragam","kemeja, seragam kantor/lapangan","kesehatan, kacamata, pendidikan",Indonesia,jobstreet,S1,54
1645,Kalimantan,Kalimantan Selatan,Bancassurance Specialist – Kalimantan Selatan,PT BNI Life Insurance,0,0 - 4 tahun,11,Asuransi,2001 - 5000 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum, pendidikan",Indonesia,jobstreet,"S1, D3",72
1646,Sumatera,Kepulauan Riau,"Koki, All Crew, Purchasing Khusus Wil Batam Mks Usia 25 Th",PT Kongkowkitchen Global Sentosa,1,0 - 4 tahun,14,Makanan & Minuman/Katering/Restoran,201 - 500 pekerja,sabtu,kasual,kaos,kesehatan,Tidak Dicantumkan,jobstreet,TIDAK DICANTUMKAN,126
1647,Jawa,Daerah Khusus Ibukota Jakarta,Senior Software Developer,PT Indonesia Global Solusindo,2,0 - 4 tahun,12,Komputer/Teknik Informatika (Perangkat Lunak),51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",Indonesia,jobstreet,S1,5985
1648,Jawa,Jawa Timur,Apoteker Penanggung Jawab,PT Ricos Pesona,2,0 - 4 tahun,tidak tersedia,Manufaktur/Produksi,51 - 200 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Indonesia,jobstreet,S1,1296
1649,Jawa,Daerah Khusus Ibukota Jakarta,Trainer Hair Treatment,PT Innoxindo Utama,2,0 - 4 tahun,4,Umum & Grosir,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,D3,5985
1650,Jawa,Daerah Khusus Ibukota Jakarta,Corporate Sap Mm Wm Manager,"PT. Central Proteina Prima, Tbk",3,0 - 4 tahun,14,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,1001 - 2000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, pendidikan, kacamata",Indonesia,jobstreet,S1,5985
1651,Jawa,Daerah Khusus Ibukota Jakarta,Senior Financial Advisor,PT. PruWinner,1,0 - 4 tahun,6,Asuransi,51 - 200 pekerja,senin - jumat,bisnis,kemeja,"umum, bonus",Indonesia,jobstreet,"D3, S1",5985
1652,Jawa,Daerah Khusus Ibukota Jakarta,Senior Full Stack Developer,PT. Puri Artha Informatika,5,5 - 9 tahun,2,Komputer/Teknik Informatika (Perangkat Lunak),1- 50 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,"Indonesia, Inggris",jobstreet,S1,5985
1653,Jawa,Jawa Barat,Bancassurance Consultant,PT Asuransi Jiwa Sinarmas MSIG Tbk.,1,0 - 4 tahun,14,Asuransi,1001 - 2000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, pendidikan, kacamata",Indonesia,jobstreet,D3,1771
1654,Nusa Tenggara,Nusa Tenggara Barat,Kasie Teknik,PT Sariguna Primatirta Tbk (Tanobel Food),2,0 - 4 tahun,14,Produk Konsumen/Barang konsumen yang bergerak cepat,2001 - 5000 pekerja,sabtu,bisnis,kemeja,kesehatan,Indonesia,jobstreet,"D3, S1",37
1655,Nusa Tenggara,Bali,Regional Technical Support,PT Berca Hardayaperkasa (Hinet),0,0 - 4 tahun,14,Telekomunikasi,501 - 1000 pekerja,senin - jumat,kasual,kaos,kesehatan,Indonesia,jobstreet,S1,214
1656,Sulawesi,Gorontalo,Senior Relationship Officer,"PT Bank Sinarmas, Tbk",2,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, kacamata",Indonesia,jobstreet,D3,7
1657,Jawa,Jawa Barat,Sales Executive,PT Bhumi Cipta Suwarna (Suwarna Yasa Land),3,0 - 4 tahun,14,Konstruksi/Bangunan/Teknik,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,"D3, S1",1771
1658,Jawa,Daerah Khusus Ibukota Jakarta,Analis Laboratorium,Rumah Sakit Restu Kasih,1,0 - 4 tahun,1,Kesehatan/Medis,201 - 500 pekerja,sabtu,seragam,seragam kantor/lapangan,"transportasi, makan, bonus",Indonesia,jobstreet,D3,5985
1659,Kalimantan,Kalimantan Tengah,Bancassurance Specialist – Kalimantan Tengah,PT BNI Life Insurance,0,0 - 4 tahun,11,Asuransi,2001 - 5000 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum, pendidikan",Indonesia,jobstreet,"S1, D3",45
1660,Jawa,Daerah Khusus Ibukota Jakarta,Senior / Team Lead Software Developer,PT. Clientsolve Mitra Solusi,3,0 - 4 tahun,4,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",1- 50 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,"PROFESI, S1",5985
1661,Jawa,Daerah Khusus Ibukota Jakarta,Programmer,PT Stella Gracia,1,0 - 4 tahun,tidak tersedia,Pendidikan,1- 50 pekerja,senin - jumat,bisnis,kemeja,lainnya,Inggris,jobstreet,TIDAK DICANTUMKAN,5985
1662,Jawa,Daerah Istimewa Yogyakarta,Programmer,PT Ameya Livingstyle Indonesia,1,0 - 4 tahun,14,Manufaktur/Produksi,1001 - 2000 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum",Indonesia,jobstreet,TIDAK DICANTUMKAN,216
1663,Nusa Tenggara,Bali,Web Designer / Graphic Design,PT Cemerlang Global Media,1,0 - 4 tahun,14,Hiburan/Media,1- 50 pekerja,tidak spesifik,bisnis,kemeja,"kesehatan, umum",Inggris,jobstreet,S1,214
1664,Nusa Tenggara,Bali,Sales Marketing,PT Global Anugrah Pasifik,2,0 - 4 tahun,2,Makanan & Minuman/Katering/Restoran,1- 50 pekerja,tidak spesifik,bisnis,kemeja,"kesehatan, umum",Indonesia,jobstreet,TIDAK DICANTUMKAN,214
1665,Jawa,Daerah Khusus Ibukota Jakarta,Manager,KAP Hadibroto & Rekan,7,5 - 9 tahun,1,Akuntansi/Audit/Pelayanan Pajak,51 - 200 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Inggris,jobstreet,S1,5985
1666,Jawa,Banten,Programmer,PT Sigma Research Indonesia,1,0 - 4 tahun,10,Konsultasi (Bisnis & Manajemen),1- 50 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Indonesia,jobstreet,S1,1219
1667,Jawa,Jawa Barat,Full Stack Developer,PT Tetra Indo Teknologi,1,0 - 4 tahun,10,Komputer/Teknik Informatika (Perangkat Lunak),1- 50 pekerja,senin - jumat,"formal, kasual","kemeja polos & dasi, kaos",tidak tersedia,Indonesia,jobstreet,"SMA, D3, S1",1771
1668,Nusa Tenggara,Bali,Steward,Politeknik Internasional Bali,1,0 - 4 tahun,13,Pendidikan,1- 50 pekerja,senin - jumat,seragam,seragam kantor/lapangan,tidak tersedia,Inggris,jobstreet,D3,214
1669,Kalimantan,Kalimantan Timur,Crane & Rigging Training Specialist,PT Petrosea Tbk,3,0 - 4 tahun,14,Pertambangan,2001 - 5000 pekerja,senin - jumat,seragam,seragam kantor/lapangan,"kesehatan, pendidikan",Indonesia,jobstreet,TIDAK DICANTUMKAN,159
1670,Jawa,Banten,Oracle Developer,PT Visionet Data Internasional,1,0 - 4 tahun,14,Komputer/Teknik Informatika (Perangkat Lunak),1001 - 2000 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,"Indonesia, Inggris",jobstreet,TIDAK DICANTUMKAN,1219
1671,Kalimantan,Kalimantan Selatan,Financial Specialist,PT Asuransi Jiwa Manulife Indonesia (Dept PB Danamon),1,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,1001 - 2000 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, bonus, jabatan, pendidikan",Indonesia,jobstreet,S1,72
1672,Nusa Tenggara,Bali,Frontend Developer,PT. DGIT Systems Indonesia,1,0 - 4 tahun,3,Komputer/Teknik Informatika (Perangkat Lunak),51 - 200 pekerja,senin - jumat,kasual,kaos,"kesehatan, bpjs kesehatan","Indonesia, Inggris",jobstreet,TIDAK DICANTUMKAN,214
1673,Jawa,Banten,Programmer,PT. Primacom Interbuana,1,0 - 4 tahun,14,Telekomunikasi,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",Indonesia,jobstreet,S1,1219
1674,Jawa,Daerah Khusus Ibukota Jakarta,Programmer,PT AA International Indonesia,2,0 - 4 tahun,14,Kesehatan/Medis,51 - 200 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,Indonesia,jobstreet,S1,5985
1675,Jawa,Daerah Khusus Ibukota Jakarta,It Mobile React Native & Js Developer,PT Yuk Maju Bersama,1,0 - 4 tahun,9,Komputer/Teknik Informatika (Perangkat Lunak),tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Indonesia,jobstreet,S1,5985
1676,Jawa,Jawa Timur,Chinese Language Proficient And Administration Officer,PT.ORGANIC HANS JAYA,1,0 - 4 tahun,14,Manufaktur/Produksi,201 - 500 pekerja,senin - sabtu,bisnis,kemeja,tidak tersedia,Indonesia,jobstreet,S1,1296
1677,Kalimantan,Kalimantan Barat,Translator Mandarin,Perusahaan Dirahasiakan,1,0 - 4 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,"D3, S1, S2",54
1678,Jawa,Jawa Timur,Flutter Developer,PT Cyberquote Indonesia,3,0 - 4 tahun,14,Komputer/Teknik Informatika (Perangkat Lunak),1- 50 pekerja,senin - jumat,bisnis,kemeja,kesehatan,Inggris,jobstreet,TIDAK DICANTUMKAN,1296
1679,Jawa,Daerah Khusus Ibukota Jakarta,Executive Manager,PT ABADI TERANG CEMERLANG (AMAZING TEAM CORP),3,0 - 4 tahun,5,Asuransi,1- 50 pekerja,senin - jumat,bisnis,kemeja,tidak tersedia,Indonesia,jobstreet,D3,5985
1680,Jawa,Daerah Khusus Ibukota Jakarta,Android Developer,PT Indocyber Global Teknologi,3,0 - 4 tahun,14,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",Indonesia,jobstreet,S1,5985
1681,Jawa,Daerah Khusus Ibukota Jakarta,Senior Developer Java,Perusahaan Dirahasiakan,4,0 - 4 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,Tidak Dicantumkan,jobstreet,S1,5985
1682,Jawa,Banten,Arabic Teacher,FITRAH ISLAMIC WORLD ACADEMY,1,0 - 4 tahun,14,Pendidikan,51 - 200 pekerja,senin - jumat,pakaian muslim,pakaian muslim,kesehatan,"Inggris, Arab",jobstreet,D3,1219
1683,Jawa,Daerah Khusus Ibukota Jakarta,Lead Software Developer,PT Cipta Solusi Andalan (CiSA),3,0 - 4 tahun,3,Umum & Grosir,1- 50 pekerja,senin - jumat,bisnis,kemeja,tidak tersedia,Indonesia,jobstreet,"D3, S1",5985
1684,Sumatera,Riau,Credit Marketing Officer,PT Bussan Auto Finance (BAF),0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,Indonesia,jobstreet,D3,86
